Unnamed: 0,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College,csv_file
8,21,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us,R,University of Southern California,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
9,0,Toney Douglas,PG,6-2,195,"March 16, 1986",us,4,"Auburn University, Florida State University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
10,23,Draymond Green,SF,6-7,230,"March 4, 1990",us,1,Michigan State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
11,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us,9,University of Arizona,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
12,1,Ognjen Kuzmić,C,7-1,251,"May 16, 1990",ba,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
13,10,David Lee,PF,6-9,245,"April 29, 1983",us,8,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
14,8,Nemanja Nedović,SG,6-3,192,"June 16, 1991",rs,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
15,7,Jermaine O'Neal,PF,6-11,226,"October 13, 1978",us,17,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
16,5,Marreese Speights,C,6-10,255,"August 4, 1987",us,5,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
17,11,Klay Thompson,SG,6-7,215,"February 8, 1990",us,2,Washington State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
0,45,DeJuan Blair,PF,6-7,270,"April 22, 1989",us,4,University of Pittsburgh,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
1,8,Jos� Calder�n,PG,6-3,200,"September 28, 1981",es,8,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
2,25,Vince Carter,SG,6-6,220,"January 26, 1977",us,15,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
3,9,Jae Crowder,SF,6-6,235,"July 6, 1990",us,1,Marquette University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
4,1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht,11,Seton Hall University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
5,21,Wayne Ellington,SG,6-5,200,"November 29, 1987",us,4,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
6,11,Monta Ellis,SG,6-3,185,"October 26, 1985",us,8,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
7,20,Devin Harris,PG,6-3,185,"February 27, 1983",us,9,University of Wisconsin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
8,5,Bernard James,C,6-10,240,"February 7, 1985",us,1,Florida State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
9,3,Shane Larkin,PG,5-11,175,"October 2, 1992",us,R,University of Miami,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
10,7,Ricky Ledo,SG,6-7,195,"September 10, 1992",us,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
11,0,Shawn Marion,SF,6-7,220,"May 7, 1978",us,14,"University of Nevada, Las Vegas",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
12,33,Gal Mekel,PG,6-3,191,"March 4, 1988",il,R,Wichita State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
13,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de,15,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
14,34,Brandan Wright,C,6-10,210,"October 5, 1987",us,5,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
0,9,Tony Allen,SG,6-4,213,"January 11, 1982",us,9,"Butler County Community College, Oklahoma State University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
1,7,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,5,University of Arizona,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
2,12,Nick Calathes,SG,6-6,213,"February 7, 1989",us,R,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
3,11,Mike Conley,PG,6-1,175,"October 11, 1987",us,6,Ohio State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
4,1,Seth Curry,PG,6-2,185,"August 23, 1990",us,R,"Liberty University, Duke University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
5,32,Ed Davis,PF,6-10,225,"June 5, 1989",us,3,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
6,22,Jamaal Franklin,SG,6-5,191,"July 21, 1991",us,R,San Diego State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
7,33,Marc Gasol,C,7-1,255,"January 29, 1985",es,5,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
8,3,James Johnson,SF,6-8,240,"February 20, 1987",us,4,Wake Forest University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
9,41,Kosta Koufos,C,7-0,245,"February 24, 1989",us,5,Ohio State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
10,5,Courtney Lee,SG,6-5,215,"October 3, 1985",us,5,Western Kentucky University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
11,30,Jon Leuer,PF,6-10,228,"May 14, 1989",us,2,University of Wisconsin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
12,13,Mike Miller,SF,6-8,218,"February 19, 1980",us,13,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
14,20,Quincy Pondexter,SG,6-7,230,"March 10, 1988",us,3,University of Washington,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
15,21,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us,11,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
16,50,Zach Randolph,PF,6-9,250,"July 16, 1981",us,12,Michigan State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
17,19,Beno Udrih,SG,6-3,205,"July 5, 1982",si,9,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
0,4,Quincy Acy,SF,6-7,240,"October 6, 1990",us,1,Baylor University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
1,14,D.J. Augustin,PG,6-0,183,"November 10, 1987",us,5,University of Texas at Austin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
2,13,Dwight Buycks,PG,6-3,190,"March 6, 1989",us,R,Marquette University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
3,5,Austin Daye,SF,6-11,220,"June 5, 1988",us,4,Gonzaga University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
4,3,Nando De Colo,SF,6-5,200,"June 23, 1987",fr,1,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
5,10,DeMar DeRozan,SG,6-7,220,"August 7, 1989",us,4,University of Southern California,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
6,2,Landry Fields,SF,6-7,210,"June 27, 1988",us,3,Stanford University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
7,22,Rudy Gay,SF,6-8,230,"August 17, 1986",us,7,University of Connecticut,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
8,34,Aaron Gray,C,7-0,270,"December 7, 1984",us,6,University of Pittsburgh,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
9,50,Tyler Hansbrough,PF,6-9,250,"November 3, 1985",us,4,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
10,44,Chuck Hayes,C,6-6,240,"June 11, 1983",us,8,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
11,15,Amir Johnson,PF,6-9,240,"May 1, 1987",us,8,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
12,7,Kyle Lowry,PG,6-1,196,"March 25, 1986",us,7,Villanova University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
13,16,Steve Novak,PF,6-10,225,"June 13, 1983",us,7,Marquette University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
14,54,Patrick Patterson,PF,6-9,230,"March 14, 1989",us,3,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
15,31,Terrence Ross,SG,6-7,206,"February 5, 1991",us,1,University of Washington,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
16,25,John Salmons,SG,6-7,210,"December 12, 1979",us,11,University of Miami,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
17,77,Julyan Stone,SG,6-6,200,"December 7, 1988",us,2,University of Texas at El Paso,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
18,17,Jonas Valančiūnas,C,7-0,265,"May 6, 1992",lt,1,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
19,21,Greivis Vásquez,SG,6-6,217,"January 16, 1987",ve,3,University of Maryland,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
0,3,Ömer Aşık,C,7-0,255,"July 4, 1986",tr,3,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
1,2,Patrick Beverley,PG,6-1,185,"July 12, 1988",us,1,University of Arkansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
2,10,Ronnie Brewer,SF,6-7,220,"March 20, 1985",us,7,University of Arkansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
3,0,Aaron Brooks,PG,6-0,161,"January 14, 1985",us,5,University of Oregon,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
4,1,Isaiah Canaan,PG,6-0,201,"May 21, 1991",us,R,Murray State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
5,18,Omri Casspi,PF,6-9,225,"June 22, 1988",il,4,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
6,33,Robert Covington,SF,6-9,225,"December 14, 1990",us,R,Tennessee State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
7,30,Troy Daniels,SG,6-4,205,"July 15, 1991",us,R,Virginia Commonwealth University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
8,32,Francisco García,SF,6-7,195,"December 31, 1981",do,8,University of Louisville,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
9,5,Jordan Hamilton,SF,6-7,220,"October 6, 1990",us,2,University of Texas at Austin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
10,13,James Harden,SG,6-5,220,"August 26, 1989",us,4,Arizona State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
11,12,Dwight Howard,C,6-11,265,"December 8, 1985",us,9,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
12,6,Terrence Jones,PF,6-9,252,"January 9, 1992",us,1,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
13,7,Jeremy Lin,PG,6-3,200,"August 23, 1988",us,3,Harvard University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
14,20,Donatas Motiejūnas,PF,7-0,222,"September 20, 1990",lt,1,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
15,25,Chandler Parsons,SF,6-10,230,"October 25, 1988",us,2,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
16,21,Josh Powell,PF,6-9,225,"January 25, 1983",us,6,North Carolina State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
17,4,Greg Smith,C,6-10,250,"January 8, 1991",us,2,"California State University, Fresno",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
0,6,Pero Antić,C,6-11,260,"July 29, 1982",mk,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
1,14,Gustavo Ayón,C,6-10,250,"April 1, 1985",mx,2,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
2,42,Elton Brand,C,6-8,275,"March 11, 1979",us,14,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
3,5,DeMarre Carroll,SF,6-8,215,"July 27, 1986",us,4,"Vanderbilt University, University of Missouri",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
4,7,Jared Cunningham,SG,6-4,195,"May 22, 1991",us,1,Oregon State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
5,15,Al Horford,C,6-10,245,"June 3, 1986",do,6,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
6,12,John Jenkins,SG,6-4,215,"March 6, 1991",us,1,Vanderbilt University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
7,26,Kyle Korver,SG,6-7,212,"March 17, 1981",us,10,Creighton University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
8,8,Shelvin Mack,PG,6-3,203,"April 22, 1990",us,2,Butler University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
9,20,Cartier Martin,SF,6-7,220,"November 20, 1984",us,5,Kansas State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
10,4,Paul Millsap,PF,6-8,246,"February 10, 1985",us,7,Louisiana Tech University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
11,31,Mike Muscala,PF,6-11,240,"July 1, 1991",us,R,Bucknell University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
12,2,James Nunnally,SF,6-7,208,"July 14, 1990",us,R,"University of California, Santa Barbara",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
13,45,Dexter Pittman,C,6-11,308,"March 2, 1988",us,3,University of Texas at Austin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
14,17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
15,32,Mike Scott,PF,6-8,237,"July 16, 1988",us,1,University of Virginia,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
16,0,Jeff Teague,PG,6-2,195,"June 10, 1988",us,4,Wake Forest University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
17,3,Lou Williams,PG,6-1,175,"October 27, 1986",us,8,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
0,17,Lou Amundson,PF,6-9,220,"December 7, 1982",us,7,"University of Nevada, Las Vegas",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
2,5,Carlos Boozer,PF,6-9,258,"November 20, 1981",de,11,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
3,11,Ronnie Brewer,SF,6-7,220,"March 20, 1985",us,7,University of Arkansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
4,21,Jimmy Butler,SG,6-8,232,"September 14, 1989",us,2,Marquette University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
5,9,Luol Deng,SF,6-9,237,"April 16, 1985",ss,9,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
6,34,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us,11,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
7,32,Jimmer Fredette,SG,6-2,195,"February 25, 1989",us,2,Brigham Young University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
8,22,Taj Gibson,PF,6-9,232,"June 24, 1985",us,4,University of Southern California,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
9,12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us,10,University of Kansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
10,8,Mike James,PG,6-2,188,"June 23, 1975",us,11,Duquesne University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
11,15,Cartier Martin,SF,6-7,220,"November 20, 1984",us,5,Kansas State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2014.csv
